unique_id,product_name,pdp_url
73215363,"Gel lak za nohte Gel iQ, Twist & Turn, 5 ml",https://www.dm.si/p/d/3144859/depend-gel-lak-za-nohte-gel-iq-twist-turn
73212416,"Depend mini lak za nohte 841, 5 ml",https://www.dm.si/p/d/3144830/depend-depend-mini-lak-za-nohte-841
73215240,"Depend mini lak za nohte 851, 5 ml",https://www.dm.si/p/d/3144880/depend-depend-mini-lak-za-nohte-851
73215349,"Gel lak za nohte Gel iQ, Funky Feeling, 5 ml",https://www.dm.si/p/d/3144837/depend-gel-lak-za-nohte-gel-iq-funky-feeling
73215387,"Gel lak za nohte Gel iQ, Peekaboo!, 5 ml",https://www.dm.si/p/d/3144839/depend-gel-lak-za-nohte-gel-iq-peekaboo
73215394,"Gel lak za nohte Gel iQ, Happy Red, 5 ml",https://www.dm.si/p/d/3144828/depend-gel-lak-za-nohte-gel-iq-happy-red
73212423,"Depend mini lak za nohte 842, 5 ml",https://www.dm.si/p/d/3144831/depend-depend-mini-lak-za-nohte-842
73212409,"Depend mini lak za nohte 840, 5 ml",https://www.dm.si/p/d/3144848/depend-depend-mini-lak-za-nohte-840
73212522,"Gel lak za nohte Gel iQ, Glow Within', 5 ml",https://www.dm.si/p/d/3144824/depend-gel-lak-za-nohte-gel-iq-glow-within
73215271,"Depend mini lak za nohte 854, 5 ml",https://www.dm.si/p/d/3144912/depend-depend-mini-lak-za-nohte-854
73212447,"Depend mini lak za nohte 844, 5 ml",https://www.dm.si/p/d/3144888/depend-depend-mini-lak-za-nohte-844
3616307087858,"Kremno rdečilo v stiku Blush'N'Brush, 100 Cotton Candy, 8 g",https://www.dm.si/p/d/3114336/rimmel-london-kremno-rdecilo-v-stiku-blush-n-brush-100-cotton-candy
73212546,"Gel lak za nohte Gel iQ, 1143 Daydream Dew, 5 ml",https://www.dm.si/p/d/3130304/depend-gel-lak-za-nohte-gel-iq-1143-daydream-dew
73212485,"Depend mini lak za nohte 848, 5 ml",https://www.dm.si/p/d/3144879/depend-depend-mini-lak-za-nohte-848
3616307087872,"Kremno rdečilo v stiku Blush'N'Brush, 300 Nearly Suede, 8 g",https://www.dm.si/p/d/3114338/rimmel-london-kremno-rdecilo-v-stiku-blush-n-brush-300-nearly-suede
4067796326086,"Rdečilo za lica v stiku Summer on the go - 10, 5,5 g",https://www.dm.si/p/d/3129397/alverde-naturkosmetik-rdecilo-za-lica-v-stiku-summer-on-the-go-10
4067796326116,"Summer on the go - 20 rdečilo v stiku, 5,5 g",https://www.dm.si/p/d/3129398/alverde-naturkosmetik-summer-on-the-go-20-rdecilo-v-stiku
73212515,"Gel lak za nohte Gel iQ, Awakened, 5 ml",https://www.dm.si/p/d/3144857/depend-gel-lak-za-nohte-gel-iq-awakened
4066447944310,"Lak za nohte Color & Care, 230 Summer Pink, 10 ml",https://www.dm.si/p/d/3118353/alverde-naturkosmetik-lak-za-nohte-color-care-230-summer-pink
73212539,"Gel lak za nohte Gel iQ, Sprout, 5 ml",https://www.dm.si/p/d/3144835/depend-gel-lak-za-nohte-gel-iq-sprout
3616307087841,"Kremno rdečilo v stiku Blush'N'Brush, 150 Cherry On Point, 8 g",https://www.dm.si/p/d/3114337/rimmel-london-kremno-rdecilo-v-stiku-blush-n-brush-150-cherry-on-point
5903416070351,"Kompaktni puder Wonder Match 02, ZF 30, 8 g",https://www.dm.si/p/d/2967178/eveline-cosmetics-kompaktni-puder-wonder-match-02-zf-30
4067796266146,"Oljno rdečilo za lica Glaze - 020, 3,2 ml",https://www.dm.si/p/d/3112609/trend-t-up-oljno-rdecilo-za-lica-glaze-020
4067796276220,"Lak za nohte Glow Kissed Nails 010, 8 ml",https://www.dm.si/p/d/3112623/trend-t-up-lak-za-nohte-glow-kissed-nails-010
4066447944341,"Lak za nohte, Color & Care – št. 240 Elegant Teal, 10 ml",https://www.dm.si/p/d/3118354/alverde-naturkosmetik-lak-za-nohte-color-care-st-240-elegant-teal
4066447944280,"Lak za nohte Color & Care, 220 Sunny Coral, 10 ml",https://www.dm.si/p/d/3118352/alverde-naturkosmetik-lak-za-nohte-color-care-220-sunny-coral
4066447944402,"Lak za nohte Color & Care, 260 Ocean Blue, 10 ml",https://www.dm.si/p/d/3118356/alverde-naturkosmetik-lak-za-nohte-color-care-260-ocean-blue
4067796266115,"Oljno rdečilo za lica Glaze - 010, 3,2 ml",https://www.dm.si/p/d/3112608/trend-t-up-oljno-rdecilo-za-lica-glaze-010
4008429121609,"Mokra hrana za pasje mladiče, s puranom in teletino, 150 g",https://www.dm.si/p/d/3062054/cesar-mokra-hrana-za-pasje-mladice-s-puranom-in-teletino
4066447944372,"Lak za nohte Color & Care, 250 Delicate Mint, 10 ml",https://www.dm.si/p/d/3118355/alverde-naturkosmetik-lak-za-nohte-color-care-250-delicate-mint
4067796276374,"Lak za nohte Easy & Speedy, 590, 6 ml",https://www.dm.si/p/d/3112618/trend-t-up-lak-za-nohte-easy-speedy-590
73212508,"Gel lak za nohte Gel iQ, Fresh Start, 5 ml",https://www.dm.si/p/d/3144780/depend-gel-lak-za-nohte-gel-iq-fresh-start
4070765070347,"Lak za nohte Ultimate Shine & Stay - 50, 8 ml",https://www.dm.si/p/d/3112579/trend-t-up-lak-za-nohte-ultimate-shine-stay-50
73215288,"Depend mini lak za nohte 855, 5 ml",https://www.dm.si/p/d/3144898/depend-depend-mini-lak-za-nohte-855
4067796265286,"Kompaktni puder Soft&Set Matte št. 20, 9 g",https://www.dm.si/p/d/3112625/trend-t-up-kompaktni-puder-soft-set-matte-st-20
4067796261592,"Samolepilne nalepke za nohte Sparkle & Shine, 70 kos",https://www.dm.si/p/d/3112755/trend-t-up-samolepilne-nalepke-za-nohte-sparkle-shine
4070765070316,"Lak za nohte Ultimate Shine & Stay 040, 8 ml",https://www.dm.si/p/d/3112578/trend-t-up-lak-za-nohte-ultimate-shine-stay-040
4067796316650,"Lak za nohte Ultimate Shine & Stay 70, 8 ml",https://www.dm.si/p/d/3112722/trend-t-up-lak-za-nohte-ultimate-shine-stay-70
4067796266498,"Kapljice za potemnitev pudra Mix & Match 020, 15 ml",https://www.dm.si/p/d/3112742/trend-t-up-kapljice-za-potemnitev-pudra-mix-match-020
4067796276312,"Nadlak in podlak, SPF 50, 10,5 ml",https://www.dm.si/p/d/3112614/trend-t-up-nadlak-in-podlak-spf-50
4067796276343,"Lak za nohte Easy & Speedy, 580, 6 ml",https://www.dm.si/p/d/3112617/trend-t-up-lak-za-nohte-easy-speedy-580
4067796276282,"Lak za nohte s peptidi Glaze, 10,5 ml",https://www.dm.si/p/d/3112619/trend-t-up-lak-za-nohte-s-peptidi-glaze
4067796276428,"Lak za nohte Easy & Speedy, 600, 6 ml",https://www.dm.si/p/d/3112620/trend-t-up-lak-za-nohte-easy-speedy-600
4067796267358,"Osvetljevalec Glimmer Jelly 030, 8 g",https://www.dm.si/p/d/3112738/trend-t-up-osvetljevalec-glimmer-jelly-030
4067796062557,"Popolna hrana za odrasle mačke z govedino, 100 g",https://www.dm.si/p/d/1334188/dein-bestes-popolna-hrana-za-odrasle-macke-z-govedino
3616307087889,"Kremno rdečilo v stiku Blush'N'Brush, 250 Coral Dust, 8 g",https://www.dm.si/p/d/3135722/rimmel-london-kremno-rdecilo-v-stiku-blush-n-brush-250-coral-dust
4067796266016,"Lak za nohte Blush kissed Effect & Care 020, 8 ml",https://www.dm.si/p/d/3112606/trend-t-up-lak-za-nohte-blush-kissed-effect-care-020
4067796266214,"Konturni mat krem 030, 12 ml",https://www.dm.si/p/d/3112612/trend-t-up-konturni-mat-krem-030
4067796265316,"Kompaktni puder Soft&Set Matte št. 30, 9 g",https://www.dm.si/p/d/3112626/trend-t-up-kompaktni-puder-soft-set-matte-st-30
4067796265750,"Tekoča podlaga in korektor 2v1 The Foundcealer 010, 30 ml",https://www.dm.si/p/d/3112597/trend-t-up-tekoca-podlaga-in-korektor-2v1-the-foundcealer-010
4067796265781,"Podlaga in korektor 2 v 1 The Found Cealer 020, 30 ml",https://www.dm.si/p/d/3112598/trend-t-up-podlaga-in-korektor-2-v-1-the-found-cealer-020
4067796265644,"Osvetljevalec Double the Glow 010, 10 g",https://www.dm.si/p/d/3112634/trend-t-up-osvetljevalec-double-the-glow-010
4067796265378,"Kompaktni puder Soft&Set Matte št. 50, 9 g",https://www.dm.si/p/d/3112628/trend-t-up-kompaktni-puder-soft-set-matte-st-50
